Year	Region	Vocation	Vehicle	Fuel	Pollutant	 Emission [g]
2012	2	commercial	VCC 21400 (GAS LHD1)	GAS	TOG	4101185.3104055305
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CH4	1.5416253935469564e7
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CO	2.0544801300575122e7
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CO2	4.156681433015323e9
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	HC	7175632.677887427
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	NOx	2748049.449515756
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM	37334.4322816692
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM10	58717.62572485166
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM25	76955.51573679148
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	ROG	140216.4854006049
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	TOG	1.0273148179623194e7
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	CH4	3746553.9995607026
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	CO	1.3825905328644227e7
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	CO2	3.5381969062049766e9
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	HC	3831295.7624985543
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	NOx	795175.6487719691
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	PM	95834.1564012225
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	PM10	94633.91710386232
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	PM25	36041.903335003684
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	ROG	53530.8715707879
2012	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	TOG	3823633.165068965
2012	2	industrial	VCC 21400 (GAS LHD1)	GAS	CH4	67822.83952012945
2012	2	industrial	VCC 21400 (GAS LHD1)	GAS	CO	6633761.917316609
2012	2	industrial	VCC 21400 (GAS LHD1)	GAS	CO2	4.467508172094094e9
2012	2	industrial	VCC 21400 (GAS LHD1)	GAS	HC	1261063.3721526228
2012	2	industrial	VCC 21400 (GAS LHD1)	GAS	NOx	2499583.2549273395
2012	2	industrial	VCC 21400 (GAS LHD1)	GAS	PM	462919.0443587673
2012	2	industrial	VCC 21400 (GAS LHD1)	GAS	PM10	454241.9510573597
2012	2	industrial	VCC 21400 (GAS LHD1)	GAS	PM25	188436.75922216097
2012	2	industrial	VCC 21400 (GAS LHD1)	GAS	ROG	1260754.7115276763
2012	2	industrial	VCC 21400 (GAS LHD1)	GAS	TOG	1341409.51606771
2012	2	industrial	VCC 22400 (DSL LHD1)	DSL	CH4	86728.88596312425
2012	2	industrial	VCC 22400 (DSL LHD1)	DSL	CO	9102871.955037303
2012	2	industrial	VCC 22400 (DSL LHD1)	DSL	CO2	1.1136837528354683e10
2012	2	industrial	VCC 22400 (DSL LHD1)	DSL	HC	1474445.5257350216
2012	2	industrial	VCC 22400 (DSL LHD1)	DSL	NOx	5434134.25952044
2012	2	industrial	VCC 22400 (DSL LHD1)	DSL	PM	2072556.1259848145
2012	2	industrial	VCC 22400 (DSL LHD1)	DSL	PM10	2040214.8700391075
2012	2	industrial	VCC 22400 (DSL LHD1)	DSL	PM25	998536.9400107168
2012	2	industrial	VCC 22400 (DSL LHD1)	DSL	ROG	1867222.0098887598
2012	2	industrial	VCC 22400 (DSL LHD1)	DSL	TOG	2125708.131112147
2013	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	CH4	141.88194409874473
2013	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	CO	8452.778283271855
2013	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	CO2	3.262867462259562e7
2013	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	HC	2412.096140993041
2013	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	NOx	112150.15750869202
2013	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	PM	4155.771663596876
2013	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	PM10	4084.817878294356
2013	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	PM25	1920.2368423371474
2013	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	ROG	3054.679288470586
2013	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	TOG	3477.5193627687577
2013	1	commercial	VCC 21400 (GAS LHD1)	GAS	CH4	152596.30741348158
2013	1	commercial	VCC 21400 (GAS LHD1)	GAS	CO	1.499526256930575e7
2013	1	commercial	VCC 21400 (GAS LHD1)	GAS	CO2	1.0088246915343393e10
2013	1	commercial	VCC 21400 (GAS LHD1)	GAS	HC	2834708.4890241893
2013	1	commercial	VCC 21400 (GAS LHD1)	GAS	NOx	5659403.137674969
2013	1	commercial	VCC 21400 (GAS LHD1)	GAS	PM	1051279.238947385
2013	1	commercial	VCC 21400 (GAS LHD1)	GAS	PM10	1031312.6288279195
2013	1	commercial	VCC 21400 (GAS LHD1)	GAS	PM25	429177.50694718
2013	1	commercial	VCC 21400 (GAS LHD1)	GAS	ROG	2833671.880630384
2013	1	commercial	VCC 21400 (GAS LHD1)	GAS	TOG	3015181.054824522
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CH4	3832809.1301019005
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CO	1.0591539762213986e7
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CO2	1.1059718918079715e9
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	HC	2284091.780886028
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	NOx	664548.2859618375
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM	38212.25865157031
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM10	52541.50568103217
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM25	25630.26451680679
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	ROG	38488.773280196525
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	TOG	3139559.0018990915
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	CH4	2605510.4654883263
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	CO	9615235.378610717
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	CO2	2.460487611603317e9
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	HC	2664443.4311780315
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	NOx	556459.8508786554
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	PM	66639.28788423876
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	PM10	65804.69097073856
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	PM25	25062.106884774137
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	ROG	37227.60513827884
2013	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	TOG	2659114.5374806607
2013	1	industrial	VCC 21400 (GAS LHD1)	GAS	CH4	75124.30805771572
2013	1	industrial	VCC 21400 (GAS LHD1)	GAS	CO	7380759.090086874
2013	1	industrial	VCC 21400 (GAS LHD1)	GAS	CO2	4.963296900633651e9
2013	1	industrial	VCC 21400 (GAS LHD1)	GAS	HC	1397575.13386025
2013	1	industrial	VCC 21400 (GAS LHD1)	GAS	NOx	2784508.4942306937
2013	1	industrial	VCC 21400 (GAS LHD1)	GAS	PM	516807.8653030234
2013	1	industrial	VCC 21400 (GAS LHD1)	GAS	PM10	507026.32641153474
2013	1	industrial	VCC 21400 (GAS LHD1)	GAS	PM25	210821.4476555685
2013	1	industrial	VCC 21400 (GAS LHD1)	GAS	ROG	1397203.8941338893
2013	1	industrial	VCC 21400 (GAS LHD1)	GAS	TOG	1486562.5391834637
2013	1	industrial	VCC 22400 (DSL LHD1)	DSL	CH4	163459.619128763
2013	1	industrial	VCC 22400 (DSL LHD1)	DSL	CO	1.714676731375507e7
2013	1	industrial	VCC 22400 (DSL LHD1)	DSL	CO2	2.191100922951584e10
2013	1	industrial	VCC 22400 (DSL LHD1)	DSL	HC	2778916.292065053
2013	1	industrial	VCC 22400 (DSL LHD1)	DSL	NOx	1.0546881223307136e7
2013	1	industrial	VCC 22400 (DSL LHD1)	DSL	PM	4096912.5369054005
2013	1	industrial	VCC 22400 (DSL LHD1)	DSL	PM10	4032873.2246297556
2013	1	industrial	VCC 22400 (DSL LHD1)	DSL	PM25	1968532.2023340997
2013	1	industrial	VCC 22400 (DSL LHD1)	DSL	ROG	3519189.77764796
2013	1	industrial	VCC 22400 (DSL LHD1)	DSL	TOG	4006363.6167384107
2013	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	CH4	12.553925728612743
2013	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	CO	1060.4907998216086
2013	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	CO2	5122188.343833761
2013	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	HC	213.42587022632094
2013	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	NOx	11417.20252091557
2013	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	PM	604.5353092261709
2013	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	PM10	593.8051006714198
2013	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	PM25	261.2910726915243
2013	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	ROG	270.2827002915508
2013	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	TOG	307.69610673785485
2013	2	commercial	VCC 21400 (GAS LHD1)	GAS	CH4	199298.7034335311
2013	2	commercial	VCC 21400 (GAS LHD1)	GAS	CO	1.9502605552307613e7
2013	2	commercial	VCC 21400 (GAS LHD1)	GAS	CO2	1.313373696195728e10
2013	2	commercial	VCC 21400 (GAS LHD1)	GAS	HC	3704952.0578786116
2013	2	commercial	VCC 21400 (GAS LHD1)	GAS	NOx	7350710.48788945
2013	2	commercial	VCC 21400 (GAS LHD1)	GAS	PM	1361874.1046176485
2013	2	commercial	VCC 21400 (GAS LHD1)	GAS	PM10	1336286.7274769908
2013	2	commercial	VCC 21400 (GAS LHD1)	GAS	PM25	554652.5349639457
2013	2	commercial	VCC 21400 (GAS LHD1)	GAS	ROG	3703975.502149563
2013	2	commercial	VCC 21400 (GAS LHD1)	GAS	TOG	3940986.558754326
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CH4	1.3238914291585123e7
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CO	1.8642965685031366e7
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CO2	3.6087706006106324e9
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	HC	6422276.989927102
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	NOx	2367166.604990438
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM	38753.86816151162
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM10	59625.300927965785
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM25	66473.45179590922
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	ROG	119964.63045030525
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	TOG	9013411.255195497
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	CH4	3649313.2578526055
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	CO	1.3466991068076398e7
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	CO2	3.4463749158706546e9
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	HC	3731855.5721560623
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	NOx	770383.3625688142
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	PM	93351.14001029606
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	PM10	92181.99869773572
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	PM25	35108.07462586534
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	ROG	52141.49204758352
2013	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	TOG	3724391.854211194
2013	2	industrial	VCC 21400 (GAS LHD1)	GAS	CH4	71968.21488317991
2013	2	industrial	VCC 21400 (GAS LHD1)	GAS	CO	7042703.641922724
2013	2	industrial	VCC 21400 (GAS LHD1)	GAS	CO2	4.742721288287769e9
2013	2	industrial	VCC 21400 (GAS LHD1)	GAS	HC	1337965.397369712
2013	2	industrial	VCC 21400 (GAS LHD1)	GAS	NOx	2654509.1672614277
2013	2	industrial	VCC 21400 (GAS LHD1)	GAS	PM	491799.3523015911
2013	2	industrial	VCC 21400 (GAS LHD1)	GAS	PM10	482558.1945886077
2013	2	industrial	VCC 21400 (GAS LHD1)	GAS	PM25	200300.89012697348
2013	2	industrial	VCC 21400 (GAS LHD1)	GAS	ROG	1337617.6902020478
2013	2	industrial	VCC 21400 (GAS LHD1)	GAS	TOG	1423204.2755707975
2013	2	industrial	VCC 22400 (DSL LHD1)	DSL	CH4	92227.42259295078
2013	2	industrial	VCC 22400 (DSL LHD1)	DSL	CO	9681092.061892621
2013	2	industrial	VCC 22400 (DSL LHD1)	DSL	CO2	1.2074272549291672e10
2013	2	industrial	VCC 22400 (DSL LHD1)	DSL	HC	1567924.0905914344
2013	2	industrial	VCC 22400 (DSL LHD1)	DSL	NOx	5857343.097454787
2013	2	industrial	VCC 22400 (DSL LHD1)	DSL	PM	2252074.9328111275
2013	2	industrial	VCC 22400 (DSL LHD1)	DSL	PM10	2216906.764800909
2013	2	industrial	VCC 22400 (DSL LHD1)	DSL	PM25	1083776.8249107928
2013	2	industrial	VCC 22400 (DSL LHD1)	DSL	ROG	1985602.2596825112
2013	2	industrial	VCC 22400 (DSL LHD1)	DSL	TOG	2260476.1753409114
2014	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	CH4	128.31216181874584
2014	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	CO	7652.824867890477
2014	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	CO2	2.9551176130410857e7
2014	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	HC	2181.3999826377412
2014	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	NOx	101542.69482082903
2014	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	PM	3762.575719572244
2014	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	PM10	3698.3270153765407
2014	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	PM25	1738.1939699638897
2014	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	ROG	2762.525602995326
2014	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	TOG	3144.924676608503
2014	1	commercial	VCC 21400 (GAS LHD1)	GAS	CH4	198294.62277138152
2014	1	commercial	VCC 21400 (GAS LHD1)	GAS	CO	1.950112047485066e7
2014	1	commercial	VCC 21400 (GAS LHD1)	GAS	CO2	1.3103173315548391e10
2014	1	commercial	VCC 21400 (GAS LHD1)	GAS	HC	3683429.709486479
2014	1	commercial	VCC 21400 (GAS LHD1)	GAS	NOx	7369252.894136655
2014	1	commercial	VCC 21400 (GAS LHD1)	GAS	PM	1369903.4058796647
2014	1	commercial	VCC 21400 (GAS LHD1)	GAS	PM10	1343613.4062856382
2014	1	commercial	VCC 21400 (GAS LHD1)	GAS	PM25	560546.4773372493
2014	1	commercial	VCC 21400 (GAS LHD1)	GAS	ROG	3682030.694462522
2014	1	commercial	VCC 21400 (GAS LHD1)	GAS	TOG	3917907.1518129245
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CH4	3650447.1252866443
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CO	1.2162784381906934e7
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CO2	1.7125414132857847e9
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	HC	2493627.8290955946
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	NOx	683749.9156663587
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM	38211.74756781763
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM10	55021.61643110908
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM25	28072.952490018062
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	ROG	47536.939266965244
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	TOG	3091196.1285305885
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	CH4	3598675.774229397
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	CO	1.328003266461646e7
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	CO2	3.2441690352472644e9
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	HC	3680072.7328244313
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	NOx	750253.6072585833
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	PM	92061.83492454665
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	PM10	90908.843470672
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	PM25	34623.17944426191
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	ROG	51417.97973074745
2014	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	TOG	3672712.58137264
2014	1	industrial	VCC 21400 (GAS LHD1)	GAS	CH4	96223.54205146109
2014	1	industrial	VCC 21400 (GAS LHD1)	GAS	CO	9459902.008016285
2014	1	industrial	VCC 21400 (GAS LHD1)	GAS	CO2	6.356249016854412e9
2014	1	industrial	VCC 21400 (GAS LHD1)	GAS	HC	1789004.9228596564
2014	1	industrial	VCC 21400 (GAS LHD1)	GAS	NOx	3572941.6396865253
2014	1	industrial	VCC 21400 (GAS LHD1)	GAS	PM	663731.5431346209
2014	1	industrial	VCC 21400 (GAS LHD1)	GAS	PM10	651049.3024258761
2014	1	industrial	VCC 21400 (GAS LHD1)	GAS	PM25	271326.2133124458
2014	1	industrial	VCC 21400 (GAS LHD1)	GAS	ROG	1788440.760232362
2014	1	industrial	VCC 21400 (GAS LHD1)	GAS	TOG	1902900.0372664589
2014	1	industrial	VCC 22400 (DSL LHD1)	DSL	CH4	186181.83288302465
2014	1	industrial	VCC 22400 (DSL LHD1)	DSL	CO	1.9531761824361626e7
2014	1	industrial	VCC 22400 (DSL LHD1)	DSL	CO2	2.5508770915347614e10
2014	1	industrial	VCC 22400 (DSL LHD1)	DSL	HC	3165208.204633013
2014	1	industrial	VCC 22400 (DSL LHD1)	DSL	NOx	1.222094130123264e7
2014	1	industrial	VCC 22400 (DSL LHD1)	DSL	PM	4792674.624462004
2014	1	industrial	VCC 22400 (DSL LHD1)	DSL	PM10	4717694.690267944
2014	1	industrial	VCC 22400 (DSL LHD1)	DSL	PM25	2299658.961354223
2014	1	industrial	VCC 22400 (DSL LHD1)	DSL	ROG	4008385.718194457
2014	1	industrial	VCC 22400 (DSL LHD1)	DSL	TOG	4563280.665602581
2014	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	CH4	11.444731180950232
2014	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	CO	968.252144243911
2014	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	CO2	4675076.043660872
2014	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	HC	194.56875601182503
2014	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	NOx	10437.706964447974
2014	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	PM	551.6132180480588
2014	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	PM10	541.8216054912684
2014	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	PM25	238.38427306059518
2014	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	ROG	246.40203470221496
2014	2	agricultural	VCC 22601 (DSL T6 Ag)	DSL	TOG	280.5098023964358
2014	2	commercial	VCC 21400 (GAS LHD1)	GAS	CH4	237720.24072693076
2014	2	commercial	VCC 21400 (GAS LHD1)	GAS	CO	2.329917805494406e7
2014	2	commercial	VCC 21400 (GAS LHD1)	GAS	CO2	1.5672085097768847e10
2014	2	commercial	VCC 21400 (GAS LHD1)	GAS	HC	4418274.152213711
2014	2	commercial	VCC 21400 (GAS LHD1)	GAS	NOx	8793083.343587196
2014	2	commercial	VCC 21400 (GAS LHD1)	GAS	PM	1631047.1029143643
2014	2	commercial	VCC 21400 (GAS LHD1)	GAS	PM10	1600070.9887557023
2014	2	commercial	VCC 21400 (GAS LHD1)	GAS	PM25	665855.0713837025
2014	2	commercial	VCC 21400 (GAS LHD1)	GAS	ROG	4416955.957596319
2014	2	commercial	VCC 21400 (GAS LHD1)	GAS	TOG	4699682.159618203
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CH4	1.207874476770107e7
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CO	1.9533521757721886e7
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CO2	3.972998278829312e9
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	HC	6265232.241323774
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	NOx	2212619.766864264
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM	39799.78722718196
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM10	62968.65439742459
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM25	64646.403399688155
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	ROG	120460.37056988869
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	TOG	8393338.514208557
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	CH4	4623927.026775621
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	CO	1.706332124828317e7
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	CO2	4.2104604978478017e9
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	HC	4728513.723980647
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	NOx	959532.874170799
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	PM	118299.57366246021
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	PM10	116817.97590233546
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	PM25	44490.83891873285
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	ROG	66066.80125665132
2014	2	commercial	VCC 24724 (NG T7 SWCVng)	NG	TOG	4719056.690246624
2014	2	industrial	VCC 21400 (GAS LHD1)	GAS	CH4	91998.74722499489
2014	2	industrial	VCC 21400 (GAS LHD1)	GAS	CO	9017380.26622198
2014	2	industrial	VCC 21400 (GAS LHD1)	GAS	CO2	6.065429980809574e9
2014	2	industrial	VCC 21400 (GAS LHD1)	GAS	HC	1709882.1078944649
2014	2	industrial	VCC 21400 (GAS LHD1)	GAS	NOx	3403219.293249432
2014	2	industrial	VCC 21400 (GAS LHD1)	GAS	PM	631291.460136456
2014	2	industrial	VCC 21400 (GAS LHD1)	GAS	PM10	619300.3372704571
2014	2	industrial	VCC 21400 (GAS LHD1)	GAS	PM25	257726.1580479574
2014	2	industrial	VCC 21400 (GAS LHD1)	GAS	ROG	1709370.160558165
2014	2	industrial	VCC 21400 (GAS LHD1)	GAS	TOG	1818786.7135175862
2014	2	industrial	VCC 22400 (DSL LHD1)	DSL	CH4	117884.93414310366
2014	2	industrial	VCC 22400 (DSL LHD1)	DSL	CO	1.2373271997228228e7
2014	2	industrial	VCC 22400 (DSL LHD1)	DSL	CO2	1.601775648540333e10
2014	2	industrial	VCC 22400 (DSL LHD1)	DSL	HC	2004117.9138435766
2014	2	industrial	VCC 22400 (DSL LHD1)	DSL	NOx	7702136.973023062
2014	2	industrial	VCC 22400 (DSL LHD1)	DSL	PM	3010333.110815264
2014	2	industrial	VCC 22400 (DSL LHD1)	DSL	PM10	2963252.808080218
2014	2	industrial	VCC 22400 (DSL LHD1)	DSL	PM25	1445195.0473904146
2014	2	industrial	VCC 22400 (DSL LHD1)	DSL	ROG	2537993.4421482105
2014	2	industrial	VCC 22400 (DSL LHD1)	DSL	TOG	2889336.8077523904
2015	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	CH4	118.21228480181213
2015	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	CO	7045.421603254969
2015	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	CO2	2.7191041120738752e7
2015	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	HC	2009.6947346028303
2015	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	NOx	93517.60135629035
2015	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	PM	3462.8340388776346
2015	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	PM10	3403.709890706235
2015	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	PM25	1599.9985163706997
2015	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	ROG	2545.0780230688074
2015	1	agricultural	VCC 22601 (DSL T6 Ag)	DSL	TOG	2897.377195286172
2015	1	commercial	VCC 21400 (GAS LHD1)	GAS	CH4	185205.82387796775
2015	1	commercial	VCC 21400 (GAS LHD1)	GAS	CO	1.8216643460026413e7
2015	1	commercial	VCC 21400 (GAS LHD1)	GAS	CO2	1.2234503947437233e10
2015	1	commercial	VCC 21400 (GAS LHD1)	GAS	HC	3440256.360285708
2015	1	commercial	VCC 21400 (GAS LHD1)	GAS	NOx	6885338.272412442
2015	1	commercial	VCC 21400 (GAS LHD1)	GAS	PM	1279942.5219058692
2015	1	commercial	VCC 21400 (GAS LHD1)	GAS	PM10	1255339.5325747041
2015	1	commercial	VCC 21400 (GAS LHD1)	GAS	PM25	523923.2184655368
2015	1	commercial	VCC 21400 (GAS LHD1)	GAS	ROG	3438939.4388684873
2015	1	commercial	VCC 21400 (GAS LHD1)	GAS	TOG	3659248.396494394
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CH4	3359188.3925978034
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CO	1.259472624516819e7
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	CO2	2.0533273297934759e9
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	HC	2840947.536970281
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	NOx	646696.2733161107
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM	44584.7574815204
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM10	49879.73747348384
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	PM25	30604.799533178324
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	ROG	45355.3421580242
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	ELEC	TOG	3428267.2654434144
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	CH4	3346734.8113940563
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	CO	1.2350304973893115e7
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	CO2	3.00982540178211e9
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	HC	3422433.2218592158
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	NOx	697670.4166809467
2015	1	commercial	VCC 24724 (NG T7 SWCVng)	NG	PM	85616.71827799805
